iter	MultiClass
0	1.389259886
1	1.1104436
2	0.9228616186
3	0.7820791416
4	0.6716649664
5	0.5829076233
6	0.5091433394
7	0.4476799228
8	0.3952599674
9	0.3498280549
10	0.3109199281
11	0.2775554717
12	0.2476676977
13	0.2220338082
14	0.1991222384
15	0.179143471
16	0.1609584708
17	0.1449272275
18	0.1309475333
19	0.1182323737
20	0.1068903602
21	0.09651018784
22	0.08737558795
23	0.07900439368
24	0.07172611415
25	0.06508800735
26	0.058999924
27	0.05362468211
28	0.04881657662
29	0.04441605619
30	0.04051528798
31	0.03696744753
32	0.03377625685
33	0.03086234538
34	0.02822368881
35	0.02585950373
36	0.02371494357
37	0.02168935263
38	0.01986998874
39	0.0182645666
40	0.01675412433
41	0.01551685813
42	0.01428773651
43	0.0132904432
44	0.01226835524
45	0.01132264272
46	0.01048357307
47	0.0096919517
48	0.008946745488
49	0.008372350037
50	0.007808979543
51	0.007356376635
52	0.00689176795
53	0.006452130024
54	0.006042752281
55	0.00567965278
56	0.005359134433
57	0.005112305081
58	0.004812866814
59	0.004607569207
60	0.004450427535
61	0.004229049961
62	0.004035115564
63	0.003822095939
64	0.003706394512
65	0.003531855221
66	0.003376670772
67	0.003240489013
68	0.003163146171
69	0.003028543848
70	0.002894272322
71	0.002821810764
72	0.002730556367
73	0.002654431271
74	0.002561314453
75	0.002452246638
76	0.002352137641
77	0.002237865586
78	0.002192954223
79	0.002111566749
80	0.00205530144
81	0.002012394337
82	0.001966743486
83	0.001917435746
84	0.001890545659
85	0.00185621443
86	0.001797904635
87	0.001764096071
88	0.001737905802
89	0.001692175284
90	0.001666321003
91	0.001648182054
92	0.001621834578
93	0.001599343351
94	0.001575961444
95	0.001541391965
96	0.001524784598
97	0.0015013329
98	0.00148285642
99	0.001463579869
100	0.00141221928
101	0.001381358088
102	0.001366670197
103	0.001353293475
104	0.00132149498
105	0.001307318823
106	0.001264187685
107	0.001242601782
108	0.001224010286
109	0.001196270413
110	0.00117454282
111	0.001150568868
112	0.001130761373
113	0.001120353499
114	0.001099560374
115	0.00108727965
116	0.001072999397
117	0.001054403643
118	0.001043503686
119	0.001018241407
120	0.001005563061
121	0.0009980046486
122	0.0009850297364
123	0.0009776218545
124	0.0009605328136
125	0.000938401298
126	0.0009249147909
127	0.0009194601674
128	0.0009114245714
129	0.0008941323
130	0.0008685229187
131	0.0008569497281
132	0.0008425249287
133	0.0008235502309
134	0.0008131760997
135	0.0008092789836
136	0.0007900942243
137	0.0007790785722
138	0.0007729432304
139	0.0007576433728
140	0.0007457606346
141	0.0007336737268
142	0.0007196687285
143	0.0007088178655
144	0.0007011229211
145	0.0006868408151
146	0.0006749011855
147	0.0006678063866
148	0.000661420181
149	0.0006516989553
150	0.0006429688174
151	0.0006397778816
152	0.0006312911054
153	0.0006255756689
154	0.0006215317907
155	0.0006189915461
156	0.0006162033578
157	0.0006047237252
158	0.0006017173845
159	0.0005886184196
160	0.0005858719802
161	0.0005800335935
162	0.0005665869256
163	0.0005612338517
164	0.000558485614
165	0.0005560576945
166	0.0005519266964
167	0.0005494249521
168	0.0005455985127
169	0.0005436466559
170	0.0005423726995
171	0.0005369263087
172	0.0005359154622
173	0.0005310980755
174	0.0005272126078
175	0.0005246207059
176	0.0005189150046
177	0.0005113881586
178	0.0005027549187
179	0.0005009234439
180	0.0004925768694
181	0.0004884063047
182	0.0004863792399
183	0.0004844251542
184	0.0004829401035
185	0.0004800491202
186	0.0004741623467
187	0.0004727795329
188	0.0004695783658
189	0.0004664542494
190	0.0004642993852
