iter	MultiClass
135	0.7086392085
136	0.7081561407
137	0.7077113826
138	0.7072172949
139	0.7067411381
140	0.7062366052
141	0.7058162591
142	0.7053224415
143	0.704948645
144	0.704567856
145	0.7041980326
146	0.7037908852
147	0.7034496477
148	0.7029511766
149	0.7026447749
150	0.7022733025
151	0.701829688
152	0.7014386938
153	0.7010736049
154	0.7007106812
155	0.700355552
156	0.6998107091
157	0.6992874879
158	0.6989475325
159	0.698636658
160	0.6982302142
161	0.697874712
162	0.6974104518
163	0.6970566885
164	0.6966705855
165	0.6963276599
166	0.6958772949
167	0.6954918779
168	0.6950756134
169	0.6948393467
170	0.6945693671
171	0.6942819778
172	0.6938750618
173	0.6935491704
174	0.6931890297
175	0.6927207506
176	0.6923652383
177	0.6921646219
178	0.6916538734
179	0.6913059767
180	0.6911013135
181	0.6907143344
182	0.6904527595
183	0.6901612608
184	0.6897296904
185	0.6893577897
186	0.6891600105
187	0.6890726078
188	0.6886623856
189	0.6883034391
190	0.6880925594
191	0.6878646775
192	0.6876273477
193	0.687233387
194	0.6869683227
195	0.6867178693
196	0.6864967558
197	0.6861015776
198	0.6859471958
199	0.685554333
200	0.6852838096
201	0.6850393265
202	0.684790633
203	0.6844032191
204	0.6840361129
205	0.6835979775
206	0.6832621483
207	0.6831103985
208	0.6829022111
209	0.6826437203
210	0.6823675553
211	0.6821311799
212	0.6819293838
213	0.6816554129
214	0.681320162
215	0.6809952747
216	0.6807722755
217	0.6803527157
218	0.680055925
219	0.6798097389
220	0.6794585713
221	0.6793028498
222	0.6790330756
223	0.6787745087
224	0.6785388954
225	0.6782248852
226	0.6779441177
227	0.6776353942
228	0.6773172962
229	0.6770128626
230	0.6766846275
231	0.6763734307
232	0.676211735
233	0.6759571537
234	0.6757254104
235	0.675532294
236	0.6753574037
237	0.6750879446
238	0.6748993597
239	0.6747275007
240	0.6744542299
241	0.6742832915
242	0.6739502701
243	0.6738136457
244	0.6735982181
245	0.67328122
246	0.673082805
247	0.6729211319
248	0.6726340446
249	0.6723901859
250	0.6721173083
251	0.671859816
252	0.6715774942
253	0.6713183879
254	0.6711189536
255	0.6707726252
256	0.6705950809
257	0.6703543243
258	0.6700983439
259	0.6698917942
260	0.6696969495
261	0.6693761514
262	0.6690802839
263	0.6688615836
264	0.6686705344
265	0.6683427345
266	0.668112432
267	0.6679223341
268	0.6676422251
269	0.6673750484
270	0.6670429439
271	0.6668825464
272	0.6667573296
273	0.6665236822
274	0.6664334138
275	0.6662061681
276	0.666043553
277	0.6658506199
278	0.6657099568
279	0.6654757175
280	0.6653028214
281	0.6649258992
282	0.6645753366
283	0.6643340106
284	0.6640741556
285	0.6637120021
286	0.6636375525
287	0.6633794725
288	0.6631153617
289	0.6628737425
290	0.6626835558
291	0.6624544495
292	0.6622306844
293	0.6619167334
294	0.661678433
295	0.6614368135
296	0.6611107152
297	0.660902044
298	0.6605154755
299	0.660304052
300	0.6600774157
301	0.6598201709
302	0.6595995132
303	0.6593661105
304	0.6591484458
305	0.6588331622
306	0.6587085275
307	0.6583686114
308	0.6581662564
309	0.6578046715
310	0.6576034033
311	0.6574620613
312	0.6572503096
313	0.6569571584
314	0.6568107748
315	0.6564284626
316	0.6561806361
317	0.6559526787
318	0.6557788134
319	0.6555210885
320	0.6551853405
321	0.6548744065
322	0.654691888
323	0.6544781161
324	0.6542541756
325	0.6540905032
326	0.6538272775
327	0.6536322782
328	0.653320915
329	0.6531298019
330	0.6529268653
331	0.6527523496
332	0.6525314411
333	0.6522382296
334	0.6520027045
335	0.651647471
336	0.6514972637
337	0.6512155045
338	0.650954922
339	0.6507695018
340	0.650537973
341	0.6503776584
342	0.6501695237
343	0.6499887077
344	0.649758335
345	0.6494318202
346	0.6492319567
347	0.6490685037
348	0.6488071747
349	0.6485264571
350	0.6483402994
351	0.6480580444
352	0.6479226183
353	0.6476938361
354	0.6474835752
355	0.6471966945
356	0.6469958757
357	0.6467656465
358	0.6466122473
359	0.6464711395
360	0.6463454036
361	0.6461402959
362	0.6459704076
363	0.6458062656
364	0.6456257721
365	0.6454328512
366	0.6452600453
367	0.64509129
368	0.6447998908
369	0.644635419
370	0.6443883591
371	0.6441968948
372	0.6438663938
373	0.6435685417
374	0.6433520254
375	0.6432205122
376	0.6430455301
377	0.6427597499
378	0.6426312098
379	0.6424304397
380	0.6422254268
381	0.6420359617
382	0.6417847587
383	0.6414747347
384	0.6412743545
385	0.6409527058
386	0.6407384159
387	0.6403855761
388	0.6401715057
389	0.6399410101
390	0.6397802634
391	0.6395737106
392	0.6393893022
393	0.6391451068
394	0.6389239734
395	0.6387824034
396	0.6385213031
397	0.6383358058
398	0.6380781378
399	0.6379477873
400	0.6377642363
401	0.6374323778
402	0.6371994197
403	0.6369715959
404	0.6368641701
405	0.6366866029
406	0.6364518194
407	0.6362554189
408	0.6359987062
409	0.6358026737
410	0.6355220333
411	0.635331123
412	0.6351931216
413	0.6350955854
414	0.6348825881
415	0.6346467238
416	0.6344629821
417	0.6341473245
418	0.6339928966
419	0.6337502327
420	0.6334851785
421	0.6332389288
422	0.6328772941
423	0.6326537085
424	0.6323992498
425	0.63222829
426	0.6320190837
427	0.6318776771
428	0.6316354367
429	0.6314698677
430	0.6313207374
431	0.6310798905
432	0.6309928508
433	0.6307969598
434	0.6305307115
435	0.630365744
436	0.6302034381
437	0.6300247849
438	0.6297262508
439	0.6295547489
440	0.6293496675
441	0.6291859195
442	0.6288569493
443	0.6286387776
444	0.6284359132
445	0.6282149032
446	0.6280639338
447	0.6278155582
448	0.6276115204
449	0.6274320832
450	0.6272572405
451	0.6269818515
452	0.6266776476
453	0.6264858504
454	0.6262899856
455	0.6261350196
456	0.625949049
457	0.6257067119
458	0.6254059065
459	0.625243596
460	0.625024504
461	0.624825316
462	0.6244965059
463	0.6243457402
464	0.6241686918
465	0.6238158293
466	0.6235818682
467	0.623300403
468	0.6231007908
469	0.6228018943
470	0.6225945227
471	0.6224727125
472	0.622257246
473	0.6219935496
474	0.6218093478
475	0.6216584144
476	0.6214710754
477	0.6211957196
478	0.6209338225
479	0.6207375632
480	0.6205513408
481	0.6203848972
482	0.6200893079
483	0.6198293317
484	0.6194935107
485	0.6193203475
486	0.6191751754
487	0.6187595164
488	0.6185377836
489	0.6183509869
490	0.6181138387
491	0.6179223528
492	0.6177964754
493	0.6176040958
494	0.6173454386
495	0.6171468271
496	0.6168807439
497	0.6166924574
498	0.6164532676
499	0.6162848047
500	0.6160750269
501	0.6158654882
502	0.6156532985
503	0.6155406474
504	0.6153699164
505	0.6151395748
506	0.6149867507
507	0.614775711
508	0.6145661818
509	0.6143840058
510	0.6141980018
511	0.6140341778
512	0.6138062662
513	0.6134988218
514	0.6132552966
515	0.6130473849
516	0.6128696544
517	0.6126549239
518	0.6124409389
519	0.6122859114
520	0.6121145443
521	0.6118198662
522	0.6116255889
523	0.6114081231
524	0.6112158981
525	0.6110557341
526	0.6108658272
527	0.6106857921
528	0.6104268665
529	0.6102859596
530	0.6100018321
531	0.6097613437
532	0.6094995739
533	0.6092248141
534	0.6089868411
535	0.6087422503
536	0.6085662648
537	0.6082304194
538	0.6080087454
539	0.6078816942
540	0.6076253207
541	0.6073809705
542	0.6071380696
543	0.6069608198
544	0.6067231602
545	0.6063976577
546	0.6062622645
547	0.6061206897
548	0.6057677021
549	0.6055254356
550	0.6052364622
551	0.6050986095
552	0.6048839944
553	0.6047021376
554	0.6045059412
555	0.6044210263
556	0.6041746553
557	0.6039165436
558	0.6036996221
559	0.6035203332
560	0.6033559919
561	0.6031558628
562	0.6030204011
563	0.6028119624
564	0.6025841148
565	0.6024359688
566	0.6022653368
567	0.6021258767
568	0.6018323123
569	0.6016066515
570	0.6014565619
571	0.6012707781
572	0.6011203765
573	0.600918081
574	0.6007609292
575	0.6004292373
576	0.6001380802
577	0.5999456598
578	0.5997485405
579	0.5996202456
580	0.5994195903
581	0.5990941289
582	0.598839242
583	0.5986319802
584	0.5984204012
585	0.598220924
586	0.5980201494
587	0.5978569142
588	0.59765722
589	0.5973809153
590	0.5971251543
591	0.5968968413
592	0.5967341129
593	0.5965454306
594	0.5963016407
595	0.596092789
596	0.5959327394
597	0.5956975393
598	0.5955076471
599	0.5953052546
600	0.5951208732
601	0.5949429687
602	0.594726956
603	0.594538265
604	0.5942282619
605	0.5940385449
606	0.5937946644
607	0.593471334
608	0.5933538009
609	0.5932032942
610	0.5929894831
611	0.5928745073
612	0.5927195846
613	0.5925702901
614	0.5922709503
615	0.5921002994
616	0.5918238696
617	0.5917005843
618	0.5915834586
619	0.5913619179
620	0.5912171454
621	0.5910945221
622	0.5908572553
