iter	Passed	Remaining
314	888	22212
315	891	22228
316	895	22249
317	899	22272
318	903	22290
319	906	22308
320	911	22355
321	916	22410
322	922	22479
323	927	22518
324	929	22497
325	932	22490
326	935	22490
327	937	22478
328	940	22468
329	942	22465
330	946	22468
331	949	22482
332	952	22485
333	955	22483
334	958	22483
335	961	22475
336	964	22473
337	966	22463
338	969	22459
339	971	22444
340	975	22447
341	977	22435
342	980	22431
343	982	22417
344	985	22405
345	988	22414
346	991	22408
347	993	22398
348	997	22407
349	1000	22406
350	1002	22400
351	1005	22400
352	1009	22409
353	1013	22447
354	1017	22458
355	1020	22466
356	1023	22462
357	1026	22468
358	1029	22461
359	1032	22455
360	1035	22452
361	1039	22476
362	1043	22510
363	1048	22552
364	1051	22555
365	1054	22547
366	1056	22535
367	1060	22537
368	1062	22521
369	1064	22505
370	1067	22494
371	1069	22479
372	1071	22464
373	1073	22448
374	1077	22452
375	1079	22442
376	1082	22439
377	1086	22466
378	1089	22469
379	1093	22472
380	1096	22486
381	1099	22479
382	1102	22480
383	1105	22484
384	1108	22477
385	1110	22464
386	1113	22454
387	1115	22441
388	1118	22426
389	1120	22410
390	1122	22395
391	1125	22389
392	1127	22373
393	1129	22364
394	1132	22349
395	1134	22338
396	1136	22323
397	1139	22306
398	1141	22294
399	1143	22278
400	1145	22261
401	1148	22265
402	1151	22259
403	1154	22253
404	1156	22243
405	1159	22235
406	1162	22231
407	1164	22221
408	1167	22214
409	1169	22206
410	1172	22197
411	1174	22188
412	1177	22179
413	1180	22172
414	1183	22182
415	1186	22175
416	1188	22159
417	1190	22143
418	1192	22130
419	1195	22123
420	1198	22128
421	1201	22127
422	1204	22115
423	1206	22100
424	1209	22102
425	1211	22086
426	1213	22073
427	1215	22058
428	1218	22044
429	1220	22029
430	1222	22022
431	1225	22016
432	1228	22016
433	1230	22000
434	1233	21992
435	1235	21984
436	1238	21970
437	1240	21959
438	1242	21951
439	1246	21953
440	1248	21947
441	1250	21933
442	1253	21919
443	1255	21913
444	1258	21906
445	1260	21895
446	1262	21881
447	1265	21870
448	1267	21865
449	1270	21864
450	1274	21870
451	1276	21858
452	1278	21844
453	1280	21831
454	1283	21818
455	1285	21805
456	1288	21816
457	1292	21823
458	1295	21828
459	1297	21813
460	1299	21800
461	1302	21785
462	1304	21772
463	1306	21758
464	1308	21742
465	1310	21731
466	1312	21718
467	1315	21707
468	1317	21693
469	1319	21681
470	1321	21668
471	1323	21653
472	1326	21641
473	1328	21627
474	1331	21623
475	1333	21611
476	1335	21599
477	1337	21588
478	1339	21576
479	1342	21565
480	1345	21572
481	1348	21577
482	1351	21566
483	1353	21558
484	1355	21546
485	1357	21531
486	1360	21517
487	1362	21508
488	1364	21497
489	1367	21487
490	1369	21475
491	1371	21460
492	1373	21447
493	1375	21437
494	1377	21426
495	1380	21415
496	1382	21406
497	1384	21396
498	1387	21384
499	1389	21372
500	1391	21361
501	1393	21349
502	1396	21343
503	1398	21329
504	1400	21318
505	1402	21307
506	1405	21302
507	1407	21289
508	1410	21291
509	1414	21301
510	1416	21291
511	1419	21287
512	1421	21283
513	1424	21277
514	1426	21270
515	1429	21259
516	1431	21256
517	1434	21247
518	1436	21239
519	1438	21228
520	1441	21217
521	1443	21210
522	1446	21203
523	1448	21194
524	1450	21184
525	1453	21183
526	1456	21177
527	1458	21165
528	1460	21161
529	1463	21157
530	1466	21154
531	1470	21167
532	1472	21161
533	1474	21151
534	1479	21174
535	1482	21169
536	1484	21167
537	1487	21166
538	1490	21168
539	1493	21161
540	1496	21159
541	1499	21167
542	1502	21163
543	1505	21159
544	1508	21159
545	1511	21163
546	1514	21162
547	1517	21169
548	1520	21169
549	1523	21174
550	1526	21175
551	1529	21168
552	1532	21163
553	1535	21168
554	1538	21164
555	1540	21154
556	1543	21161
557	1546	21156
558	1549	21153
559	1552	21158
560	1555	21160
561	1558	21161
562	1561	21158
563	1564	21157
564	1567	21159
565	1570	21157
566	1573	21160
567	1577	21170
568	1580	21178
569	1585	21206
570	1590	21221
571	1594	21241
572	1597	21240
573	1599	21232
574	1602	21228
575	1605	21222
576	1607	21216
577	1610	21210
578	1612	21203
579	1615	21199
580	1617	21193
581	1620	21187
582	1622	21177
583	1624	21166
584	1627	21158
585	1629	21150
586	1631	21143
587	1634	21132
588	1637	21140
589	1641	21152
590	1645	21157
591	1647	21148
592	1650	21150
593	1653	21149
594	1656	21149
595	1658	21141
596	1661	21133
597	1663	21125
598	1665	21117
599	1668	21107
600	1670	21100
601	1672	21092
602	1676	21095
603	1678	21088
604	1680	21080
605	1683	21072
606	1685	21067
607	1688	21058
608	1691	21055
609	1693	21045
610	1695	21037
611	1697	21028
612	1700	21021
613	1702	21015
614	1705	21017
615	1708	21010
616	1710	21002
617	1712	20991
618	1714	20981
619	1717	20970
620	1719	20962
621	1721	20952
622	1724	20948
