iter	MultiClass
871	0.3545439788
872	0.3543651148
873	0.3541218456
874	0.3538635331
875	0.353621533
876	0.3533538745
877	0.3529391689
878	0.3526824424
879	0.3523982383
880	0.3521363971
881	0.3517715419
882	0.3514964057
883	0.3512718376
884	0.3510665527
885	0.3507140785
886	0.3503727959
887	0.3500792142
888	0.3497492691
889	0.3495032518
890	0.3492893713
891	0.3491138934
892	0.3489180691
893	0.3486245333
894	0.3483369179
895	0.3480435353
896	0.3476853963
897	0.3474800168
898	0.3473002763
899	0.3469816878
900	0.3467422861
901	0.3464750159
902	0.3462956739
903	0.3461107754
904	0.3458147596
905	0.3455471272
906	0.3452318335
907	0.3448952494
908	0.3446461358
909	0.3443257162
910	0.3440941498
911	0.343813983
912	0.3436195393
913	0.3432942792
914	0.3430588375
915	0.3428334581
916	0.3425843904
917	0.3423289825
918	0.3420781562
919	0.3418314183
920	0.3416481617
921	0.3414069814
922	0.3411535194
923	0.3408381564
924	0.3406403298
925	0.3403929755
926	0.3401969053
927	0.3398885431
928	0.3395672007
929	0.3392190961
930	0.3389299119
931	0.3386448798
932	0.3384179076
933	0.3382446594
934	0.3379938652
935	0.3376507573
936	0.3374930074
937	0.3371983364
938	0.3368367677
939	0.3366169856
940	0.3364227174
941	0.3361053621
942	0.3358895965
943	0.3357120659
944	0.3353570886
945	0.3351272799
946	0.3348916014
947	0.3346605255
948	0.3344001928
949	0.3340326299
950	0.3337572538
951	0.3334979883
952	0.3332479364
953	0.3329866286
954	0.3327310865
955	0.3325423915
956	0.3323086149
957	0.3320800275
958	0.3318541499
959	0.3315758629
960	0.3313105236
961	0.3310604668
962	0.3307925347
963	0.3305131761
964	0.3302600506
965	0.3300168871
966	0.3297611619
967	0.3294828469
968	0.3292444972
969	0.3290253091
970	0.3287575705
971	0.328529658
972	0.3283282877
973	0.3281073677
974	0.3278749279
975	0.3276565391
976	0.3274613129
977	0.3272447261
978	0.3270018133
979	0.3267481205
980	0.3265119863
981	0.3261675629
982	0.3258980998
983	0.3257017206
984	0.3254546312
985	0.3251542495
986	0.3249465211
987	0.3246524605
988	0.3243378327
989	0.3240097757
990	0.3238022692
991	0.3235519989
992	0.3232475349
993	0.3229888354
994	0.3227933992
995	0.3225573392
996	0.3222768258
997	0.3219621408
998	0.3217283282
999	0.3215568781
1000	0.3212834504
1001	0.3210043042
1002	0.3208627827
1003	0.3206908834
1004	0.3204530912
1005	0.3202048593
1006	0.3199116472
1007	0.3196186688
1008	0.3194052576
1009	0.3192580104
1010	0.3190339238
1011	0.3188175057
1012	0.3185928429
1013	0.3183145961
1014	0.317994252
1015	0.3177494628
1016	0.3175074753
1017	0.3172438394
1018	0.3170095941
1019	0.3168529089
1020	0.3165672353
1021	0.3162504226
1022	0.3160211426
1023	0.315824735
1024	0.3155734265
1025	0.3152524603
1026	0.3150193919
1027	0.314801326
1028	0.314596158
1029	0.3143179474
1030	0.3139911232
1031	0.3136824503
1032	0.3133701884
1033	0.3130851384
1034	0.3128667847
1035	0.3126828518
1036	0.3124988649
1037	0.3123078482
1038	0.3120454193
1039	0.3117998161
1040	0.3115752532
1041	0.3113366124
1042	0.3110985773
1043	0.3109506954
1044	0.3107456125
1045	0.3105589416
1046	0.3103424523
1047	0.3100860776
1048	0.3098674194
1049	0.3097110242
1050	0.309514301
1051	0.3093078889
1052	0.3091324122
1053	0.3089243896
1054	0.3087515973
1055	0.3084532636
1056	0.3082509681
1057	0.3080212249
1058	0.3078025975
1059	0.3075690741
1060	0.3073643216
1061	0.3070940138
1062	0.3068942608
1063	0.3065902383
1064	0.3063829261
1065	0.3061931548
1066	0.305962515
1067	0.3058033789
1068	0.3056403101
1069	0.3053346013
1070	0.3051356145
1071	0.3048962427
1072	0.3046954163
1073	0.3045201844
1074	0.304327718
1075	0.3041543882
1076	0.3039505721
1077	0.3037937019
1078	0.3035045239
1079	0.3033270602
1080	0.3031379919
1081	0.3029290923
1082	0.3027095106
1083	0.3025035814
1084	0.3023425762
1085	0.302107155
1086	0.3018397751
1087	0.3016299934
1088	0.3014454889
1089	0.3011759885
1090	0.3009847115
1091	0.3008142811
1092	0.3006442463
1093	0.3004575725
1094	0.3002849782
1095	0.300084349
1096	0.2999125485
1097	0.2996535757
1098	0.2994638172
1099	0.2992760103
1100	0.2991304607
1101	0.2989600856
1102	0.2988216018
1103	0.2986172289
1104	0.2984338809
1105	0.2982290275
1106	0.2980557933
1107	0.2978171355
1108	0.2975476217
1109	0.2973339345
1110	0.2971002237
1111	0.2968698812
1112	0.2966305646
1113	0.2964567237
1114	0.2961855702
1115	0.295978901
1116	0.2957559786
1117	0.2955446074
1118	0.2953866086
1119	0.2950873916
1120	0.2948122873
1121	0.2945993019
1122	0.2943439433
1123	0.2940998119
1124	0.2939242323
1125	0.2937386866
1126	0.2935321658
1127	0.2933183294
1128	0.2931117143
1129	0.2928619515
1130	0.2926548172
1131	0.2924184221
1132	0.292184685
1133	0.2920121937
1134	0.2918489468
1135	0.2916709012
1136	0.2914767886
1137	0.2913311974
1138	0.2911708949
1139	0.2909402097
1140	0.2907586126
1141	0.2906024364
1142	0.2904394137
1143	0.2902454516
1144	0.290086923
1145	0.2898550737
1146	0.2897281508
1147	0.289551854
1148	0.2893595293
1149	0.2891637339
1150	0.2890179819
1151	0.2888466818
1152	0.2886021364
1153	0.288426299
1154	0.2882448811
1155	0.2880282422
1156	0.2878408232
1157	0.287587148
1158	0.2874238104
1159	0.2872663736
1160	0.2870545344
1161	0.286795973
1162	0.2865857995
1163	0.2864048486
1164	0.2862042937
1165	0.2860102522
