iter	Passed	Remaining
180	972	43027
181	977	43006
182	983	43045
183	988	43005
184	994	43059
185	1000	43052
186	1005	43063
187	1011	43058
188	1016	43044
189	1021	43034
190	1028	43102
191	1036	43184
192	1041	43179
193	1046	43135
194	1051	43110
195	1055	43078
196	1060	43047
197	1065	43025
198	1071	43031
199	1076	43000
200	1080	42970
201	1085	42951
202	1090	42923
203	1095	42885
204	1100	42860
205	1104	42833
206	1110	42848
207	1117	42894
208	1122	42872
209	1127	42844
210	1133	42862
211	1139	42905
212	1144	42883
213	1149	42871
214	1154	42852
215	1159	42824
216	1164	42799
217	1170	42800
218	1175	42795
219	1180	42778
220	1185	42751
221	1190	42725
222	1194	42702
223	1199	42670
224	1204	42648
225	1209	42620
226	1213	42589
227	1218	42572
228	1226	42653
229	1232	42651
230	1236	42626
231	1241	42605
232	1246	42574
233	1250	42541
234	1255	42518
235	1260	42491
236	1265	42464
237	1269	42439
238	1274	42414
239	1279	42395
240	1284	42375
241	1289	42351
242	1293	42328
243	1298	42300
244	1303	42269
245	1307	42245
246	1312	42229
247	1320	42283
248	1325	42284
249	1330	42254
250	1334	42232
251	1339	42213
252	1344	42189
253	1349	42168
254	1354	42150
255	1359	42136
256	1364	42117
257	1368	42094
258	1373	42075
259	1378	42055
260	1383	42042
261	1388	42021
262	1393	42003
263	1398	41983
264	1402	41965
265	1408	41973
266	1416	42041
267	1421	42038
268	1426	42014
269	1431	41995
270	1436	41976
271	1441	41958
272	1445	41936
273	1450	41914
274	1454	41885
275	1459	41866
276	1465	41870
277	1470	41857
278	1475	41843
279	1480	41822
280	1485	41807
281	1489	41785
282	1494	41771
283	1499	41752
284	1505	41765
285	1510	41750
286	1515	41733
287	1520	41719
288	1524	41697
289	1529	41679
290	1534	41661
291	1539	41650
292	1544	41632
293	1549	41614
294	1553	41597
295	1558	41581
296	1564	41576
297	1569	41574
298	1576	41607
299	1581	41593
300	1587	41629
301	1592	41614
302	1599	41636
303	1606	41673
304	1611	41659
305	1615	41640
306	1620	41624
307	1625	41610
308	1630	41593
309	1635	41577
310	1640	41561
311	1644	41546
312	1649	41521
313	1654	41503
314	1659	41485
315	1663	41466
316	1668	41451
317	1673	41429
318	1677	41411
319	1682	41398
320	1687	41386
321	1693	41399
322	1698	41390
323	1703	41372
324	1708	41356
325	1713	41335
326	1717	41316
327	1722	41298
328	1727	41279
329	1731	41263
330	1736	41250
331	1741	41230
332	1746	41215
333	1751	41200
334	1755	41182
335	1760	41163
336	1765	41148
337	1770	41130
338	1774	41115
339	1779	41098
340	1784	41079
341	1789	41076
342	1795	41079
343	1799	41063
344	1804	41045
345	1809	41029
346	1814	41013
347	1818	40998
348	1823	40985
349	1828	40974
350	1833	40961
351	1838	40944
352	1843	40930
353	1847	40915
354	1852	40898
355	1857	40880
356	1861	40863
357	1867	40859
358	1871	40844
359	1876	40832
360	1882	40831
361	1888	40848
362	1894	40865
363	1899	40849
364	1904	40836
365	1909	40823
366	1913	40807
367	1918	40797
368	1923	40783
369	1928	40767
370	1932	40747
371	1937	40733
372	1942	40722
373	1947	40709
374	1953	40714
375	1957	40700
376	1962	40685
377	1967	40671
378	1972	40658
379	1977	40653
380	1984	40692
381	1989	40680
382	1994	40660
383	1998	40645
384	2003	40631
385	2008	40620
386	2013	40609
387	2018	40595
388	2023	40586
389	2028	40573
390	2033	40572
391	2038	40559
392	2043	40550
393	2048	40548
394	2053	40533
395	2058	40517
396	2062	40502
397	2067	40487
398	2072	40479
399	2077	40471
400	2082	40459
401	2087	40450
402	2092	40438
403	2097	40431
404	2102	40430
405	2107	40418
406	2112	40406
407	2117	40396
408	2122	40394
409	2127	40381
410	2132	40365
411	2137	40354
412	2141	40341
413	2146	40329
414	2151	40313
415	2156	40303
416	2161	40293
417	2165	40280
418	2173	40312
419	2177	40299
420	2182	40285
421	2187	40275
422	2192	40261
423	2196	40248
424	2201	40235
425	2206	40223
426	2211	40210
427	2216	40198
428	2220	40184
429	2225	40172
430	2230	40156
431	2234	40144
432	2239	40132
433	2244	40120
434	2249	40108
435	2254	40106
436	2259	40092
437	2266	40128
438	2271	40115
439	2276	40099
440	2280	40087
441	2285	40074
442	2290	40066
443	2295	40055
444	2299	40039
445	2304	40026
446	2309	40014
447	2314	40002
448	2318	39989
449	2323	39979
450	2328	39966
451	2333	39962
452	2338	39947
453	2342	39933
454	2347	39921
455	2352	39910
456	2359	39931
457	2365	39938
458	2369	39926
459	2374	39915
460	2379	39900
461	2384	39888
462	2388	39876
463	2393	39865
464	2398	39854
465	2403	39842
466	2408	39834
467	2413	39825
468	2417	39810
469	2422	39794
470	2426	39782
471	2431	39773
472	2437	39771
473	2442	39771
474	2447	39758
475	2454	39794
476	2460	39796
477	2465	39785
478	2469	39768
479	2474	39756
480	2479	39746
481	2484	39733
482	2488	39720
483	2493	39711
484	2498	39698
485	2503	39688
486	2507	39676
487	2512	39668
488	2517	39659
489	2523	39666
490	2529	39670
491	2534	39658
492	2538	39647
493	2543	39639
494	2549	39636
495	2555	39645
496	2559	39635
497	2564	39625
498	2570	39623
499	2575	39614
500	2579	39605
501	2584	39596
502	2589	39590
503	2595	39591
504	2600	39584
505	2605	39575
506	2610	39567
507	2614	39554
508	2619	39539
509	2624	39530
510	2628	39512
511	2633	39504
512	2638	39490
513	2645	39513
514	2651	39521
515	2656	39511
516	2660	39500
517	2665	39492
518	2670	39482
519	2675	39472
520	2680	39462
521	2684	39450
522	2689	39438
523	2694	39428
524	2699	39415
525	2703	39408
526	2708	39399
527	2713	39391
528	2718	39384
529	2723	39371
530	2728	39361
531	2732	39349
532	2737	39338
533	2744	39362
534	2750	39361
535	2754	39347
536	2760	39348
537	2765	39339
538	2770	39330
539	2774	39322
540	2779	39314
541	2784	39304
542	2789	39296
543	2794	39287
544	2799	39276
545	2804	39266
546	2808	39255
547	2813	39251
548	2818	39240
549	2823	39228
550	2830	39251
551	2835	39246
552	2840	39238
553	2845	39227
554	2850	39218
555	2854	39207
556	2859	39196
557	2864	39188
558	2869	39177
559	2873	39161
560	2878	39149
561	2882	39139
562	2887	39127
563	2892	39116
564	2897	39107
565	2901	39096
566	2906	39085
567	2911	39074
568	2915	39062
569	2920	39057
570	2928	39084
571	2933	39073
572	2937	39063
573	2942	39050
574	2946	39038
575	2951	39030
576	2956	39018
577	2961	39008
578	2966	39004
579	2971	38993
580	2975	38983
581	2980	38972
582	2985	38958
583	2989	38946
584	2994	38937
585	2998	38925
586	3003	38917
587	3008	38906
588	3013	38903
589	3019	38909
590	3024	38901
591	3029	38888
592	3033	38879
593	3038	38869
594	3043	38858
595	3048	38849
596	3053	38840
597	3057	38829
598	3062	38818
599	3067	38810
600	3071	38801
601	3078	38809
602	3083	38804
603	3087	38794
604	3092	38781
605	3097	38773
606	3102	38762
607	3106	38755
608	3111	38745
609	3116	38735
610	3121	38727
611	3126	38719
612	3131	38713
613	3135	38704
614	3140	38693
615	3145	38683
616	3150	38673
617	3154	38665
618	3159	38656
619	3164	38642
620	3168	38633
621	3173	38624
622	3178	38615
623	3183	38615
624	3188	38606
625	3193	38600
626	3198	38596
627	3203	38587
628	3209	38593
629	3215	38597
630	3220	38587
631	3225	38579
632	3229	38567
633	3234	38558
634	3239	38549
635	3243	38538
636	3248	38530
637	3253	38519
638	3258	38511
639	3262	38502
640	3267	38491
641	3272	38479
642	3276	38470
643	3281	38463
644	3286	38450
645	3290	38441
646	3297	38454
647	3304	38470
648	3309	38458
649	3313	38449
650	3318	38439
651	3323	38430
652	3327	38421
653	3332	38412
654	3337	38400
655	3341	38388
656	3346	38379
657	3351	38369
658	3355	38358
659	3360	38349
660	3364	38337
661	3369	38329
662	3374	38318
663	3379	38309
664	3383	38300
665	3388	38289
666	3393	38280
667	3398	38275
668	3402	38264
669	3407	38254
670	3411	38242
671	3416	38232
672	3421	38223
673	3425	38212
674	3430	38200
675	3434	38189
676	3439	38180
677	3444	38170
678	3448	38161
679	3453	38151
680	3458	38140
681	3462	38130
682	3467	38120
683	3472	38111
684	3476	38099
685	3481	38090
686	3487	38096
687	3492	38089
688	3497	38081
689	3501	38073
690	3506	38062
691	3511	38056
692	3515	38046
693	3520	38038
694	3525	38031
695	3530	38023
696	3535	38014
697	3540	38012
698	3545	38002
699	3549	37994
700	3554	37983
701	3559	37975
702	3563	37963
703	3568	37953
704	3572	37941
705	3577	37932
706	3582	37924
707	3586	37915
708	3591	37906
709	3596	37895
710	3600	37886
711	3605	37876
712	3610	37870
713	3615	37862
714	3619	37852
715	3624	37841
716	3628	37833
717	3633	37823
718	3638	37820
719	3643	37812
720	3648	37803
721	3653	37795
722	3657	37787
723	3662	37779
724	3667	37771
725	3673	37776
726	3678	37767
727	3683	37761
728	3687	37750
729	3692	37740
730	3696	37731
731	3701	37722
732	3705	37710
733	3710	37701
734	3715	37692
735	3719	37683
736	3724	37677
737	3729	37667
738	3734	37660
739	3739	37660
740	3744	37650
741	3749	37642
742	3753	37633
743	3758	37625
744	3763	37621
745	3769	37622
746	3773	37613
747	3778	37603
748	3783	37594
749	3787	37586
750	3792	37577
751	3797	37569
752	3802	37561
753	3807	37558
754	3812	37555
755	3817	37547
756	3822	37539
757	3826	37531
758	3831	37522
759	3836	37514
760	3841	37507
761	3845	37497
762	3850	37486
763	3857	37502
764	3862	37497
765	3867	37490
766	3871	37482
767	3876	37474
768	3881	37468
769	3886	37462
770	3891	37454
771	3895	37445
772	3900	37437
773	3906	37438
774	3910	37429
775	3915	37423
776	3920	37415
777	3925	37406
778	3930	37398
779	3934	37387
780	3939	37378
781	3945	37382
782	3950	37382
783	3955	37375
784	3960	37368
785	3965	37360
786	3969	37351
787	3974	37347
788	3979	37343
789	3984	37337
790	3989	37328
791	3994	37326
792	3999	37319
793	4004	37313
794	4009	37306
795	4014	37301
796	4019	37294
797	4025	37300
798	4030	37294
799	4037	37303
800	4042	37304
801	4047	37299
802	4052	37294
803	4057	37288
804	4062	37281
805	4067	37273
806	4072	37268
807	4077	37265
808	4082	37257
809	4087	37250
810	4092	37245
811	4097	37240
812	4102	37235
813	4107	37227
814	4112	37223
815	4117	37216
816	4122	37211
817	4128	37217
818	4133	37210
819	4138	37204
820	4143	37197
821	4148	37194
822	4153	37188
823	4158	37181
824	4163	37175
825	4168	37169
826	4172	37160
827	4177	37151
828	4182	37145
829	4187	37138
830	4192	37133
831	4196	37126
832	4201	37117
833	4206	37110
834	4211	37107
835	4217	37111
836	4222	37104
837	4227	37094
838	4232	37089
839	4238	37100
840	4243	37093
841	4248	37087
842	4253	37080
843	4258	37077
844	4263	37070
845	4268	37062
846	4273	37054
847	4277	37045
848	4282	37037
849	4287	37031
850	4291	37023
851	4296	37014
852	4301	37007
853	4308	37019
854	4313	37018
855	4318	37012
856	4323	37003
857	4328	36995
858	4332	36987
859	4337	36978
860	4342	36975
861	4347	36969
862	4352	36962
863	4357	36955
864	4362	36949
865	4366	36942
866	4371	36934
867	4377	36932
868	4381	36925
869	4386	36920
870	4392	36921
871	4398	36919
872	4403	36921
873	4408	36914
874	4413	36906
875	4418	36900
876	4423	36893
877	4427	36885
878	4432	36878
879	4437	36871
880	4443	36872
881	4449	36873
882	4453	36866
883	4458	36860
884	4463	36856
885	4468	36849
886	4473	36842
887	4478	36835
888	4484	36838
889	4489	36834
890	4494	36829
891	4499	36823
892	4504	36816
893	4508	36807
894	4513	36799
895	4518	36791
896	4523	36784
897	4527	36776
898	4532	36769
899	4537	36761
900	4541	36751
901	4546	36744
902	4551	36739
903	4556	36731
904	4560	36722
905	4565	36714
906	4570	36706
907	4577	36717
908	4582	36713
909	4586	36703
910	4591	36697
911	4596	36691
912	4601	36683
913	4605	36675
914	4610	36666
915	4614	36657
916	4619	36650
917	4624	36640
918	4628	36633
919	4633	36626
920	4638	36620
921	4643	36614
922	4648	36607
923	4653	36600
924	4657	36593
925	4662	36586
926	4668	36588
927	4673	36582
928	4678	36575
929	4683	36568
930	4687	36561
931	4692	36554
932	4697	36547
933	4702	36541
934	4707	36533
935	4711	36526
936	4716	36519
937	4721	36511
938	4725	36503
939	4730	36496
940	4735	36488
941	4741	36494
942	4746	36489
943	4751	36481
944	4757	36485
945	4763	36484
946	4768	36482
947	4773	36478
948	4778	36471
949	4783	36464
950	4788	36456
951	4792	36449
952	4797	36442
953	4802	36434
954	4806	36427
955	4811	36419
956	4816	36411
957	4821	36405
958	4826	36399
959	4830	36391
960	4835	36383
961	4840	36376
962	4844	36369
963	4850	36371
964	4856	36367
965	4861	36363
966	4865	36356
967	4870	36349
968	4875	36341
969	4880	36335
970	4885	36328
971	4889	36321
972	4895	36324
973	4900	36317
974	4905	36309
975	4910	36302
976	4914	36296
977	4919	36290
978	4924	36281
979	4929	36275
980	4934	36268
981	4940	36272
982	4945	36270
983	4950	36264
984	4955	36256
985	4960	36249
986	4964	36242
987	4969	36236
988	4974	36226
989	4978	36219
990	4983	36212
991	4988	36206
992	4993	36199
993	4997	36192
994	5003	36187
995	5007	36181
996	5012	36174
997	5017	36166
998	5022	36162
999	5027	36157
1000	5032	36153
1001	5039	36158
1002	5044	36153
1003	5049	36148
1004	5054	36144
1005	5061	36153
1006	5069	36173
1007	5075	36174
1008	5080	36168
1009	5085	36161
1010	5089	36152
1011	5094	36145
1012	5099	36136
1013	5103	36130
1014	5108	36122
1015	5113	36115
1016	5118	36109
1017	5123	36103
1018	5127	36094
1019	5132	36088
1020	5137	36081
1021	5142	36075
1022	5146	36067
1023	5151	36060
1024	5156	36053
1025	5160	36046
1026	5165	36041
1027	5170	36033
1028	5175	36026
1029	5180	36019
1030	5184	36013
1031	5189	36006
1032	5194	35999
1033	5199	35992
1034	5204	35986
1035	5208	35979
1036	5213	35972
1037	5218	35966
1038	5222	35956
1039	5227	35949
1040	5232	35942
1041	5237	35935
1042	5241	35928
1043	5246	35921
1044	5251	35916
1045	5256	35908
1046	5260	35900
1047	5265	35894
1048	5270	35888
1049	5275	35881
1050	5279	35873
1051	5285	35870
1052	5289	35862
1053	5294	35855
1054	5299	35849
1055	5304	35842
1056	5309	35837
1057	5313	35830
1058	5318	35821
1059	5322	35814
1060	5327	35806
1061	5332	35798
1062	5336	35792
1063	5341	35784
1064	5346	35778
1065	5351	35772
1066	5355	35765
1067	5360	35758
1068	5365	35753
1069	5370	35746
1070	5375	35740
1071	5379	35732
1072	5384	35725
1073	5389	35721
1074	5394	35714
1075	5399	35707
1076	5403	35699
1077	5408	35693
1078	5413	35687
1079	5418	35683
1080	5423	35676
1081	5428	35670
1082	5433	35663
1083	5437	35654
1084	5442	35647
1085	5446	35638
1086	5451	35632
1087	5456	35626
1088	5461	35619
1089	5465	35613
1090	5470	35604
1091	5475	35598
1092	5479	35592
1093	5484	35585
1094	5489	35579
1095	5494	35574
1096	5501	35579
1097	5507	35581
1098	5511	35574
1099	5516	35566
1100	5521	35560
1101	5526	35553
1102	5531	35552
1103	5536	35544
1104	5540	35536
1105	5546	35534
1106	5551	35529
1107	5556	35522
1108	5560	35517
1109	5566	35518
1110	5572	35515
1111	5577	35509
1112	5581	35501
1113	5586	35496
1114	5591	35492
1115	5596	35485
1116	5601	35479
1117	5606	35473
1118	5611	35467
1119	5615	35459
1120	5620	35455
1121	5625	35448
1122	5630	35442
1123	5635	35435
1124	5639	35428
1125	5644	35424
1126	5651	35425
1127	5656	35420
1128	5661	35415
1129	5666	35412
1130	5671	35407
1131	5676	35401
1132	5681	35395
1133	5685	35389
1134	5690	35383
1135	5695	35377
1136	5700	35372
1137	5705	35366
1138	5710	35362
1139	5715	35358
1140	5720	35352
1141	5725	35347
1142	5730	35340
1143	5735	35337
1144	5740	35331
1145	5745	35326
1146	5750	35320
1147	5756	35318
1148	5761	35314
1149	5765	35306
1150	5772	35313
1151	5777	35308
1152	5782	35304
1153	5787	35296
1154	5792	35289
1155	5797	35283
1156	5801	35276
1157	5806	35272
1158	5811	35263
1159	5816	35257
1160	5821	35252
1161	5825	35245
1162	5830	35238
1163	5835	35232
1164	5840	35228
1165	5845	35224
